"FORGERY & COUNTERFEITING","2019-12-06 16:51:00","19-063641","OBT CREDIT/ETC:OTHER'S ID","03Y","400 7TH ST","Oakland","CA"
"BURG - RESIDENTIAL","2019-12-05 20:00:00","19-063645","BURGLARY-FORCIBLE ENTRY","18Y","3100 ARDLEY AV","Oakland","CA"
"STOLEN AND RECOVERED VEHICLE","2019-11-27 09:00:00","19-063769","VEHICLE THEFT - AUTO","06X","900 W MACARTHUR BLVD","Oakland","CA"
"BURG - AUTO","2019-12-07 05:00:00","19-063776","BURGLARY-AUTO","31Y","8400 EDES AV","Oakland","CA"
"PETTY THEFT","2019-12-05 00:00:00","19-063807","THEFT","03Y","400 7TH ST","Oakland","CA"
"GRAND THEFT","2019-12-08 11:00:00","19-063894","GRAND THEFT","23X","4000 ALAMEDA AV","Oakland","CA"
"MISDEMEANOR ASSAULT","2019-12-08 14:18:00","19-063921","ASSAULT","10Y","900 40TH ST","Oakland","CA"
"MISDEMEANOR ASSAULT","2019-12-08 14:18:00","19-063921","THROW SUBSTANCE AT VEH","10Y","900 40TH ST","Oakland","CA"
"GRAND THEFT","2019-12-08 15:50:00","19-063930","GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400","11X","6500 SHATTUCK AV","Oakland","CA"
"BURG - AUTO","2019-12-08 15:30:00","19-063940","BURGLARY-AUTO","03X","400 11TH ST","Oakland","CA"
"MISDEMEANOR ASSAULT","2019-12-08 17:28:00","19-063942","BATTERY","30Y","7000 BANCROFT AV","Oakland","CA"
"STOLEN VEHICLE","2019-12-07 21:00:00","19-063963","VEHICLE THEFT - AUTO","08X","3200 TELEGRAPH AV","Oakland","CA"
"BURG - COMMERCIAL","2019-12-09 02:17:00","19-063988","BURGLARY-FORCIBLE ENTRY","08X","400 30TH ST","Oakland","CA"
"TOWED VEHICLE","2019-12-09 07:30:00","19-064027","BUY/SELL/POSSESS VEHICLE WITH ALTERED NUMBER","07X","26TH ST & WOOD ST","Oakland","CA"
"PETTY THEFT","2019-10-01 00:00:00","19-064061","THEFT","27Y","2100 62ND AV","Oakland","CA"
"BURG - AUTO","2019-12-06 21:30:00","19-064095","BURGLARY-AUTO","01X","00 FRANKLIN ST","Oakland","CA"
"FORCIBLE RAPE","2019-12-08 00:00:00","19-064096","RAPE:VICTIM UNCONSCIOUS OF THE NATURE OF THE ACT","02Y","1700 10TH ST","Oakland","CA"
"FORCIBLE RAPE","2019-12-08 00:00:00","19-064096","SEXUAL BATT:SEX AROUSAL","02Y","1700 10TH ST","Oakland","CA"
"STOLEN AND RECOVERED VEHICLE","2019-12-09 18:45:00","19-064124","SC STOLEN VEHICLE - OTHER VEHICLES","26Y","5800 INTERNATIONAL BLVD","Oakland","CA"
"BURG - AUTO","2019-12-09 18:55:00","19-064126","BURGLARY-AUTO","12Y","5400 KALES AV","Oakland","CA"
"BURG - AUTO","2019-12-09 19:00:00","19-064142","BURGLARY-AUTO","14X","200 BAY PL","Oakland","CA"
"ROBBERY","2019-12-09 20:55:00","19-064146","CARJACKING WITH FIREARM","32Y","9800 MACARTHUR BLVD","Oakland","CA"
"TOWED VEHICLE","2019-12-10 01:36:00","19-064170","BUY/SELL/POSSESS VEHICLE WITH ALTERED NUMBER","26X","53RD AV & SAN LEANDRO ST","Oakland","CA"
"FRAUD","2019-12-05 13:00:00","19-064172","USE OTHERS ID:CREDIT/ETC","25X","3700 QUIGLEY ST","Oakland","CA"
"BURG - AUTO","2019-12-10 10:30:00","19-064246","BURGLARY-AUTO","03Y","700 BROADWAY","Oakland","CA"
"PETTY THEFT","2019-12-05 19:00:00","19-064257","THEFT","03Y","400 7TH ST","Oakland","CA"
"GRAND THEFT","2019-12-09 14:30:00","19-064267","GRAND THEFT","29X","7200 GREENLY DR","Oakland","CA"
"BURG - AUTO","2019-12-03 00:00:00","19-064450","BURGLARY-AUTO","33X","8500 SAN LEANDRO ST","Oakland","CA"
"BURG - AUTO","2019-12-03 00:00:00","19-064450","THEFT","33X","8500 SAN LEANDRO ST","Oakland","CA"
"OTHER","2019-11-10 13:30:00","19-064483","APPROPRIATE LOST PROPERTY-MISD","17X","1300 E 20TH ST","Oakland","CA"
"PETTY THEFT","2019-12-11 11:18:00","19-064485","THEFT","31X","00 AIRPORT DR","Oakland","CA"
"BURG - RESIDENTIAL","2019-12-03 15:30:00","19-064662","BURGLARY-FORCIBLE ENTRY","27Y","1600 54TH AV","Oakland","CA"
"PETTY THEFT","2019-12-09 23:00:00","19-064738","THEFT","35X","8300 GOLF LINKS RD","Oakland","CA"
"BURG - AUTO","2019-12-12 11:50:00","19-064743","BURGLARY-AUTO","31Y","200 HEGENBERGER RD","Oakland","CA"
"MISDEMEANOR ASSAULT","2019-12-12 14:53:00","19-064756","DISTURB THE PEACE","23X","33RD AV & SAN LEANDRO ST","Oakland","CA"
"NARCOTICS","2019-12-12 16:36:00","19-064774","POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA","19X","1400 10TH AV","Oakland","CA"
"NARCOTICS","2019-12-12 16:36:00","19-064774","POSSESS/ETC BURGLARY TOOLS","19X","1400 10TH AV","Oakland","CA"
"FRAUD","2019-12-12 17:33:00","19-064776","PERSONATE TO GET MONEY/PROPERTY","30Y","2400 80TH AV","Oakland","CA"
"PETTY THEFT","2019-12-12 18:12:00","19-064783","THEFT:PERSONAL PROPERTY","77X","2700 NORTHGATE","Oakland","CA"
"BURG - AUTO","2019-12-12 18:47:00","19-064792","BURGLARY-AUTO","22X","3500 FRUITVALE AV","Oakland","CA"
"","2019-12-13 02:40:00","19-064840","ROBBERY-FIREARM","26Y","1100 73RD AV","Oakland","CA"
"VANDALISM","2019-12-13 14:16:00","19-064921","VANDALISM","01X","200 3RD ST","Oakland","CA"
"PETTY THEFT","2019-12-13 16:14:00","19-064945","THEFT","15X","2800 LAKESHORE AV","Oakland","CA"
"ROBBERY","2019-12-13 16:40:00","19-064947","ROBBERY-FIREARM","12Y","400 61ST ST","Oakland","CA"
"DISORDERLY CONDUCT","2019-12-13 18:15:00","19-064953","ANNOYING TELEPHONE CALL:OBSCENE/THREATENING","03Y","400 7TH ST","Oakland","CA"
"BURG - AUTO","2019-12-13 19:08:00","19-064961","BURGLARY-AUTO","16X","3200 LAKESHORE AV","Oakland","CA"
"PETTY THEFT","2019-10-14 11:00:00","19-064971","THEFT","32Y","2300 103RD AV","Oakland","CA"
"MISDEMEANOR ASSAULT","2019-12-13 20:23:00","19-065047","WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER","30X","7300 LOCKWOOD ST","Oakland","CA"
"ROBBERY","2019-12-13 22:30:00","19-065109","ROBBERY-FIREARM","27Y","55TH AV & HOLLAND ST","Oakland","CA"
"MISDEMEANOR ASSAULT","2019-12-14 23:40:00","19-065135","BATTERY","77X","3800 TURQUOISE WY","Oakland","CA"
"TOWED VEHICLE","2019-12-14 22:45:00","19-065176","VEHICLE THEFT - AUTO","35Y","8700 MOUNTAIN BLVD","Oakland","CA"
"PETTY THEFT","2019-12-15 11:35:00","19-065193","THEFT","03Y","400 7TH ST","Oakland","CA"
"TOWED VEHICLE","2019-12-15 20:56:00","19-065289","BUY/SELL/POSSESS VEHICLE WITH ALTERED NUMBER","26Y","75TH AV & SPENCER ST","Oakland","CA"
"OTHER","2019-12-15 22:06:00","19-065294","VIOLATION CUSTODY DECREE","24Y","4000 FULLINGTON ST","Oakland","CA"
"BURG - COMMERCIAL","2019-12-16 06:04:00","19-065335","BURGLARY-FORCIBLE ENTRY","14Y","3200 GRAND AV","Oakland","CA"
"TOWED VEHICLE","2019-12-16 08:39:00","19-065354","BUY/SELL/POSSESS VEHICLE WITH ALTERED NUMBER","23X","3700 SAN LEANDRO ST","Oakland","CA"
"STOLEN VEHICLE","2019-12-16 09:07:00","19-065365","VEHICLE THEFT - AUTO","02X","300 CHESTNUT ST","Oakland","CA"
"STOLEN VEHICLE","2019-12-16 10:00:00","19-065372","VEHICLE THEFT - AUTO","02X","300 FILBERT ST","Oakland","CA"
"PETTY THEFT","2019-12-15 16:00:00","19-065383","THEFT","11X","5500 SHATTUCK AV","Oakland","CA"
"PETTY THEFT","2019-12-16 09:20:00","19-065454","THEFT","03Y","400 7TH ST","Oakland","CA"
"PETTY THEFT","2019-12-15 16:00:00","19-065504","THEFT","10X","900 GRACE AV","Oakland","CA"
"DOMESTIC VIOLENCE","2019-12-16 23:00:00","19-065521","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","20X","1500 27TH AV","Oakland","CA"
"FELONY ASSAULT","2019-12-17 16:42:00","19-065655","BATTERY","23X","1900 FRUITVALE AV","Oakland","CA"
"FELONY ASSAULT","2019-12-17 16:42:00","19-065655","BATTERY W/SERIOUS BODILY INJURY","23X","1900 FRUITVALE AV","Oakland","CA"
"VANDALISM","2019-12-17 08:00:00","19-065668","VANDALISM","21Y","2600 PLEASANT ST","Oakland","CA"
"BURG - AUTO","2019-12-17 20:30:00","19-065676","BURGLARY-AUTO","24X","3800 CARRINGTON ST","Oakland","CA"
"MISDEMEANOR ASSAULT","2019-12-17 21:00:00","19-065695","OBSTRUCTS/RESISTS PUBLIC OFFICER/ETC","99X","5300 BRODER ROAD","Oakland","CA"
"BURG - AUTO","2019-12-18 04:30:00","19-065716","BURGLARY-AUTO","21X","2300 E 21ST ST","Oakland","CA"
"BURG - AUTO","2019-12-18 04:30:00","19-065716","WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER","21X","2300 E 21ST ST","Oakland","CA"
"STOLEN VEHICLE","2019-12-18 08:47:00","19-065736","VEHICLE THEFT - AUTO","29X","3500 65TH AV","Oakland","CA"
"TOWED VEHICLE","2019-12-18 13:58:00","19-065748","BUY/SELL/POSSESS VEHICLE WITH ALTERED NUMBER","02X","5TH ST & FILBERT ST","Oakland","CA"
"PETTY THEFT","2019-12-16 21:39:00","19-065776","THEFT","04X","1400 MADISON ST","Oakland","CA"
"STOLEN VEHICLE","2019-12-18 12:20:00","19-065779","VEHICLE THEFT - AUTO","02X","900 VILLAGE CIR","Oakland","CA"
"MISDEMEANOR ASSAULT","2019-12-18 12:03:00","19-065780","BATTERY","09X","00 MACARTHUR BLVD","Oakland","CA"
"FELONY WARRANT","2019-12-18 17:17:00","19-065848","PANDERING","19X","1700 E 15TH ST","Oakland","CA"
"BURG - AUTO","2019-12-18 19:25:00","19-065854","BURGLARY-AUTO","08X","2300 WEBSTER ST","Oakland","CA"
"BURG - AUTO","2019-12-18 20:00:00","19-065873","BURGLARY-AUTO","04X","1400 WEBSTER ST","Oakland","CA"
"CURFEW & LOITERING","2019-12-19 08:32:00","19-065928","TRESPASS:OCCUPY PROPERTY W/O CONSENT","07X","2300 SAN PABLO AV","Oakland","CA"
"MISDEMEANOR ASSAULT","2019-12-16 01:00:00","19-065964","MAYHEM","08X","500 W GRAND AV","Oakland","CA"
"DISORDERLY CONDUCT","2019-12-15 00:00:00","19-065981","DISTURB THE PEACE","03Y","400 7TH ST","Oakland","CA"
"PETTY THEFT","2019-12-09 11:00:00","19-065996","THEFT:PERSONAL PROPERTY","32Y","10700 MACARTHUR BLVD","Oakland","CA"
"BURG - RESIDENTIAL","2019-12-19 13:57:00","19-066018","BURGLARY-NO FORCE","08X","500 39TH ST","Oakland","CA"
"ARSON","2019-12-19 18:00:00","19-066034","MAL SET/ETC FIRE PROP/ETC - ALL OTHERS","30Y","6800 BANCROFT AV","Oakland","CA"
"PETTY THEFT","2019-12-19 17:40:00","19-066042","THEFT","06X","800 30TH ST","Oakland","CA"
"RECOVERED O/S STOLEN","2019-12-19 20:42:00","19-066056","VEHICLE THEFT - AUTO","30Y","2700 RITCHIE ST","Oakland","CA"
"BURG - AUTO","2019-12-19 21:00:00","19-066061","BURGLARY-AUTO","04X","2200 VALLEY ST","Oakland","CA"
"NARCOTICS","2020-01-08 05:00:00","00-000000","DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL","21X","25TH AV&E 27TH ST","Oakland","CA"
"NARCOTICS","2020-01-08 05:00:00","00-000000","DISTURB THE PEACE","21X","25TH AV&E 27TH ST","Oakland","CA"
"NARCOTICS","2020-01-08 05:00:00","00-000000","POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA","21X","25TH AV&E 27TH ST","Oakland","CA"
"NARCOTICS","2020-01-08 05:00:00","00-000000","SC DISTURBANCE","21X","25TH AV&E 27TH ST","Oakland","CA"
"NARCOTICS","2020-01-08 05:00:00","00-000000","THEFT","21X","25TH AV&E 27TH ST","Oakland","CA"
"NARCOTICS","2020-01-08 05:00:00","00-000000","VANDALISM","21X","25TH AV&E 27TH ST","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-01-05 15:20:00","08-081384","BATTERY","25X","MACARTHUR BLVD & HIGH ST","Oakland","CA"
"MISDEMEANOR ASSAULT","2020-03-27 13:49:00","10-016493","DISTURB THE PEACE","33X","9600 ARMSTRONG DRIVE","Oakland","CA"
"FELONY ASSAULT","2020-01-08 00:55:00","11-001275","BATTERY","23X","900 39TH AV","Oakland","CA"
"FELONY ASSAULT","2013-04-12 22:30:00","13-018440","FORCE/ADW-KNIFE:GBI","32X","9900 WALNUT ST","Oakland","CA"
"FELONY ASSAULT","2020-03-23 22:30:00","15-016407","SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC","31Y","9700 WALTER AV","Oakland","CA"
"DOMESTIC VIOLENCE","2020-01-05 15:20:00","15-018604","FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","34X","8700 INTERNATIONAL BLVD","Oakland","CA"
"CURFEW & LOITERING","2020-02-02 23:19:00","15-026989","DISORDERLY CONDUCT - ALCOHOL","27Y","1500 52ND AV","Oakland","CA"
"CURFEW & LOITERING","2020-02-02 23:19:00","15-026989","ENT NONCOM DWELL:INCIDENT","27Y","1500 52ND AV","Oakland","CA"
"NARCOTICS","2020-01-02 12:20:00","16-006538","POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA","07X","2800 FILBERT ST","Oakland","CA"
"NARCOTICS","2020-01-02 12:20:00","16-006538","THEFT","07X","2800 FILBERT ST","Oakland","CA"
"BURG - AUTO","2020-01-02 12:20:00","16-012757","BURGLARY-AUTO","01X","100 2ND ST","Oakland","CA"
"BURG - AUTO","2016-11-10 19:45:00","16-059972","BURGLARY-AUTO","31X","7000 COLISEUM WY","Oakland","CA"
"BURG - OTHER","2016-12-07 06:19:00","16-064564","VEHICLE THEFT - AUTO","01X","00 4TH ST","Oakland","CA"
"","2017-06-11 00:00:00","17-030469","THREAT CRIME:INT:TERRORIZE","07X","2300 ADELINE ST","Oakland","CA"
"PROSTITUTION","2020-01-07 17:20:00","17-032719","DISORDERLY CONDUCT:PROSTITUTION","19X","1400 19TH AV","Oakland","CA"
"PROSTITUTION","2020-01-07 17:20:00","17-032719","VIOLATION OF PROBATION-MISD","19X","1400 19TH AV","Oakland","CA"
"TOWED VEHICLE","2017-08-01 14:04:00","17-040116","BUY/SELL/POSSESS VEHICLE WITH ALTERED NUMBER","27Y","1800 55TH AV","Oakland","CA"
"RECOVERED O/S STOLEN","2017-08-27 00:00:00","17-047176","VEHICLE THEFT - AUTO","26Y","7200 SAN LEANDRO ST","Oakland","CA"
"OTHER","2018-01-03 12:47:00","18-000477","TRESPASS:INJURE PROPERTY","22Y","3500 KLAMATH ST","Oakland","CA"
"NARCOTICS","2018-01-11 12:40:00","18-001869","SIMPLE POSSESSION OF CONCENTRATED CANNABIS","02Y","1600 8TH ST","Oakland","CA"
"MISDEMEANOR ASSAULT","2018-01-31 12:00:00","18-005529","BATTERY","03Y","1300 BROADWAY","Oakland","CA"
"VANDALISM","2018-03-20 14:00:00","18-014428","VANDALISM","21Y","3200 GALINDO ST","Oakland","CA"
"OTHER SEX OFFENSES","2018-03-28 00:00:00","18-015968","DISORDERLY CONDUCT:PEEK INTO INHABITED BUILDING","14X","400 STATEN AV","Oakland","CA"
"PETTY THEFT","2018-04-01 14:00:00","18-016599","THEFT","07X","2700 MYRTLE ST","Oakland","CA"
"TOWED VEHICLE","2018-04-09 12:01:00","18-017730","BUY/SELL/POSSESS VEHICLE WITH ALTERED NUMBER","31Y","8300 BALDWIN ST","Oakland","CA"
"RECOVERED O/S STOLEN","2018-05-24 09:00:00","18-023863","VEHICLE THEFT - AUTO","29X","6500 FOOTHILL BLVD","Oakland","CA"
"MISDEMEANOR ASSAULT","2018-05-29 16:00:00","18-026908","OBSTRUCTS/RESISTS PUBLIC OFFICER/ETC","26Y","1200 SEMINARY AV","Oakland","CA"
"BURG - RESIDENTIAL","2018-07-03 16:21:00","18-033126","BURGLARY-FORCIBLE ENTRY","10X","900 AILEEN ST","Oakland","CA"
"WEAPONS","2018-08-20 16:50:00","18-042106","CARRY CONCEALED WEAPON ON PERSON","24X","3800 FOOTHILL BLVD","Oakland","CA"
"WEAPONS","2018-08-20 16:50:00","18-042106","CARRY LOADED FIREARM W/PRIOR FELONY CONVICTION","24X","3800 FOOTHILL BLVD","Oakland","CA"
"WEAPONS","2018-08-20 16:50:00","18-042106","CARRY LOADED FIREARM:UNLAWFUL/PROHIBATED POSSESSION","24X","3800 FOOTHILL BLVD","Oakland","CA"
"WEAPONS","2018-08-20 16:50:00","18-042106","FELON/ADDICT/POSSESS/OWN/ETC FIREARM","24X","3800 FOOTHILL BLVD","Oakland","CA"
"WEAPONS","2018-08-20 16:50:00","18-042106","MFG/SALE/POSSESS/ETC LARGE CAPACITY MAGAZINE","24X","3800 FOOTHILL BLVD","Oakland","CA"
"WEAPONS","2018-08-20 16:50:00","18-042106","MISD-CARRY LOADED HANDGUN: NOT REGISTERED OWNER","24X","3800 FOOTHILL BLVD","Oakland","CA"
"WEAPONS","2018-08-20 16:50:00","18-042106","VIOLATION OF PROBATION-FELONY","24X","3800 FOOTHILL BLVD","Oakland","CA"
"BURG - AUTO","2018-08-26 19:30:00","18-042981","BURGLARY-AUTO","31X","700 66TH AV","Oakland","CA"
"ARSON","2018-10-20 03:09:00","18-053197","MAL SET/ETC FIRE PROP/ETC","07X","2600 WOOD ST","Oakland","CA"
"DOMESTIC VIOLENCE","2018-10-22 16:08:00","18-053673","ATTEMPT VEHICLE THEFT-AUTO","20X","1000 FRUITVALE AV","Oakland","CA"
"DOMESTIC VIOLENCE","2018-10-22 16:08:00","18-053673","CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE","20X","1000 FRUITVALE AV","Oakland","CA"
"DOMESTIC VIOLENCE","2018-10-22 16:08:00","18-053673","EXHIBIT DEADLY WEAPON:SERIOUS BODILY INJURY INTENT","20X","1000 FRUITVALE AV","Oakland","CA"
"FORCIBLE RAPE","2018-10-14 18:00:00","18-055642","RAPE:VICTIM UNCONSCIOUS OF THE NATURE OF THE ACT","30X","8100 INTERNATIONAL BLVD","Oakland","CA"
"THREATS","2018-11-23 05:07:00","18-059147","CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE","30Y","76TH AV & MACARTHUR BLVD","Oakland","CA"
"THREATS","2018-11-23 05:07:00","18-059147","EXHIBIT FIREARM","30Y","76TH AV & MACARTHUR BLVD","Oakland","CA"
"DOMESTIC VIOLENCE","2020-01-01 12:41:00","19-000084","BATTERY","07X","800 ATHENS AVE","Oakland","CA"
"DOMESTIC VIOLENCE","2020-01-01 12:41:00","19-000084","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","07X","800 ATHENS AVE","Oakland","CA"
"DOMESTIC VIOLENCE","2020-01-01 12:41:00","19-000084","VANDALISM","07X","800 ATHENS AVE","Oakland","CA"
"BURG - OTHER","2019-01-30 12:00:00","19-005248","BURGLARY-NO FORCE","77X","3000 ALAMEDA AV","Oakland","CA"
"FELONY ASSAULT","2020-06-10 12:00:00","19-008516","ASSAULT WITH FIREARM ON PERSON","02X","29900 COLONY CT","Oakland","CA"
"FELONY ASSAULT","2020-06-10 12:00:00","19-008516","ATTEMPTED MURDER-FIREARM","02X","29900 COLONY CT","Oakland","CA"
"FELONY ASSAULT","2020-06-10 12:00:00","19-008516","CARRY LOADED FIREARM ON/IN PERSON/VEH: PUBLIC PLACE","02X","29900 COLONY CT","Oakland","CA"
"FELONY ASSAULT","2020-06-10 12:00:00","19-008516","CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE","02X","29900 COLONY CT","Oakland","CA"
"FELONY ASSAULT","2020-06-10 12:00:00","19-008516","DISCHARGE FIREARM FROM VEHICLE AT PERSON","02X","29900 COLONY CT","Oakland","CA"
"FELONY ASSAULT","2020-06-10 12:00:00","19-008516","FELON/ADDICT/POSSESS/OWN/ETC FIREARM","02X","29900 COLONY CT","Oakland","CA"
"FELONY ASSAULT","2020-06-10 12:00:00","19-008516","SHOOT AT INHABITED DWELLING/VEHICLE/ETC","02X","29900 COLONY CT","Oakland","CA"
"FORGERY & COUNTERFEITING","2018-08-20 00:00:00","19-009698","OBT CREDIT/ETC:OTHER'S ID","31Y","100 HEGENBERGER RD","Oakland","CA"
"MISDEMEANOR ASSAULT","2019-03-02 20:53:00","19-010759","BATTERY","20X","3000 E 15TH ST","Oakland","CA"
"GRAND THEFT","2019-03-28 11:00:00","19-015408","GRAND THEFT","04X","300 15TH ST","Oakland","CA"
"DISORDERLY CONDUCT","2019-03-29 22:25:00","19-015662","FIGHT/CHALLENGE IN PUBLIC PLACE","31X","7000 COLISEUM WY","Oakland","CA"
"VANDALISM","2019-04-19 15:54:00","19-019528","BATTERY","20X","2300 INTERNATIONAL BLVD","Oakland","CA"
"VANDALISM","2019-04-19 15:54:00","19-019528","VANDALISM","20X","2300 INTERNATIONAL BLVD","Oakland","CA"
"STOLEN VEHICLE","2019-12-20 09:00:00","19-066867","VEHICLE THEFT - AUTO","14X","2600 HARRISON ST","Oakland","CA"
"STOLEN VEHICLE","2019-12-23 08:40:00","19-066875","VEHICLE THEFT - AUTO","10Y","4200 MARTIN LUTHER KING JR W","Oakland","CA"
"BURG - AUTO","2019-12-24 19:30:00","19-066888","BURGLARY-AUTO","14X","GRAND AV & STATEN AV","Oakland","CA"
"DISORDERLY CONDUCT","2019-12-24 23:40:00","19-066906","DISORDERLY CONDUCT:TOLUENE","32Y","10100 FOOTHILL BLVD","Oakland","CA"
"OTHER SEX OFFENSES","2018-09-06 04:25:00","19-066910","POSS/ETC MATTER DEPICTING MNR UND 14 IN SEXUAL ACTS (AMENDED)","22X","3800 WHITTLE AV","Oakland","CA"
"FORCIBLE RAPE","2019-08-27 12:00:00","19-066916","CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE","06X","2500 SAN PABLO AV","Oakland","CA"
"FORCIBLE RAPE","2019-08-27 12:00:00","19-066916","INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT","06X","2500 SAN PABLO AV","Oakland","CA"
"FORCIBLE RAPE","2019-08-27 12:00:00","19-066916","ORAL COPULATION","06X","2500 SAN PABLO AV","Oakland","CA"
"FORCIBLE RAPE","2019-08-27 12:00:00","19-066916","RAPE BY FORCE/FEAR/ETC","06X","2500 SAN PABLO AV","Oakland","CA"
"FORCIBLE RAPE","2019-08-27 12:00:00","19-066916","SODOMY:USE FORCE/INJURY","06X","2500 SAN PABLO AV","Oakland","CA"
"MISDEMEANOR ASSAULT","2019-12-25 04:10:00","19-066929","FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","33X","9200 C ST","Oakland","CA"
"FELONY ASSAULT","2019-12-25 04:40:00","19-066930","WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER","30X","2300 73RD AV","Oakland","CA"
"PETTY THEFT","2019-12-24 12:00:00","19-066941","THEFT","08X","2300 NORTHGATE AV","Oakland","CA"
"CURFEW & LOITERING","2019-12-25 08:33:00","19-066944","TRESPASS:OCCUPY PROPERTY W/O CONSENT","07X","2300 SAN PABLO AV","Oakland","CA"
"MISDEMEANOR ASSAULT","2019-12-24 08:40:00","19-066945","EXHIBIT FIREARM","33X","9600 B ST","Oakland","CA"
"BURG - AUTO","2019-12-24 20:00:00","19-066946","BURGLARY-AUTO","99X","4100 SAN PABLO","Oakland","CA"
"BURG - AUTO","2019-12-24 20:00:00","19-066949","BURGLARY-AUTO","77X","4100 SAN PABLO AV","Oakland","CA"
"BURG - AUTO","2019-12-24 17:00:00","19-066951","BURGLARY-AUTO","20X","2800 E 10TH ST","Oakland","CA"
"PETTY THEFT","2019-10-03 06:00:00","19-066953","THEFT","35X","9400 BANCROFT AV","Oakland","CA"
"GRAND THEFT","2019-12-21 11:00:00","19-066959","GRAND THEFT:FIREARM","35X","2700 ALVINGROOM CT","Oakland","CA"
"PETTY THEFT","2019-12-23 18:00:00","19-066961","THEFT","25X","4100 REDDING ST","Oakland","CA"
"STOLEN AND RECOVERED VEHICLE","2019-12-25 10:55:00","19-066962","VEHICLE THEFT - AUTO","06X","35TH ST & MARTIN LUTHER KING JR WY","Oakland","CA"
"ROBBERY","2019-12-25 11:20:00","19-066969","ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","26Y","HEGENBERGER RD & INTERNATIONAL BLVD","Oakland","CA"
"GRAND THEFT","2019-12-25 12:40:00","19-066970","GRAND THEFT FROM PERSON","18Y","2500 HIGHLAND AV","Oakland","CA"
"STOLEN VEHICLE","2019-12-24 17:00:00","19-066973","VEHICLE THEFT - AUTO","16Y","1200 EXCELSIOR AV","Oakland","CA"
"BURG - AUTO","2019-12-23 10:00:00","19-066974","BURGLARY-AUTO","08X","300 HAWTHORNE AV","Oakland","CA"
"STOLEN VEHICLE","2019-12-25 00:40:00","19-066976","VEHICLE THEFT - AUTO","22Y","3500 MONTEREY BLVD","Oakland","CA"
"PETTY THEFT","2019-12-25 11:00:00","19-066980","THEFT","32X","10300 INTERNATIONAL BLVD","Oakland","CA"
"BURG - AUTO","2019-12-24 19:00:00","19-066983","BURGLARY-AUTO","19X","100 E 15TH ST","Oakland","CA"
"VANDALISM","2019-12-25 13:50:00","19-066984","VANDALISM","19X","400 E 11TH ST","Oakland","CA"
"VANDALISM","2019-12-25 13:55:00","19-066989","VANDALISM","05X","2100 WEST ST","Oakland","CA"
"STOLEN VEHICLE","2019-12-25 09:00:00","19-066990","VEHICLE THEFT - AUTO","19X","1200 LAKESHORE AV","Oakland","CA"
"DOMESTIC VIOLENCE","2019-12-17 08:00:00","19-066991","INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT","15X","100 ATHOL AV","Oakland","CA"
"VANDALISM","2019-12-25 15:50:00","19-066993","VANDALISM","01X","400 MARTIN LUTHER KING JR W","Oakland","CA"
"BURG - RESIDENTIAL","2019-12-25 14:50:00","19-066997","BURGLARY-FORCIBLE ENTRY","16X","700 LONGRIDGE RD","Oakland","CA"
"BURG - RESIDENTIAL","2019-12-25 15:07:00","19-067002","ATTEMPTED BURGLARY","35X","8400 ASTER AV","Oakland","CA"
"OTHER","2019-12-25 19:00:00","19-067006","VIOLATION CUSTODY DECREE","03Y","400 7TH ST","Oakland","CA"
"BURG - AUTO","2019-12-25 20:00:00","19-067023","BURGLARY-AUTO","12X","4300 TELEGRAPH AV","Oakland","CA"
"BURG - AUTO","2019-12-26 07:58:00","19-067056","BURGLARY-AUTO","12X","5000 TELEGRAPH AV","Oakland","CA"
"OTHER","2019-12-26 08:26:00","19-067064","CRIMINAL CONTEMPT","03Y","400 7TH ST","Oakland","CA"
"DISORDERLY CONDUCT","2019-12-26 08:32:00","19-067065","DISTURB THE PEACE","07X","2300 SAN PABLO AV","Oakland","CA"
"PETTY THEFT","2019-12-26 09:04:00","19-067071","THEFT","07X","3400 MAGNOLIA ST","Oakland","CA"
"BURG - OTHER","2019-12-24 10:34:00","19-067075","BURGLARY-FORCIBLE ENTRY","26Y","1100 69TH AV","Oakland","CA"
